id_aluno,fase,genero,ano_ingresso,inst_ensino,iaa,ieg,ips,ida,atingiu_pv,ipv,ian,ano,ipp,idade,pedra,matematica,portugues,ingles,defasagem,inde,tipo_estudante,tipo_instituicao,nivel_ensino,evadido,piorou_defasagem,nivel_defasagem,permanencia,jornada,jornada_22_23,jornada_23_24,jornada_inde,jornada_inde_22_23,jornada_inde_23_24,jornada_pedra,jornada_pedra_22_23,jornada_pedra_23_24
RA-302,5,masculino,2022,publico,0.0,7.3,5.0,4.3,nao,6.255,5.0,2023,7.5,17,quartzo,4.7,2.3,5.8,-2.0,5.314333333,veterano,escolar,medio,True,False,moderada,1,avanco,avanco,,recuo,recuo,,recuo,recuo,
RA-303,3,masculino,2019,publico,7.5,7.2,7.5,3.9,nao,5.375,5.0,2022,6.729166666599999,14,agata,3.8,4.0,4.38,-1.0,6.03,veterano,escolar,fundamental2,False,True,moderada,3,,recuo,neutro,,recuo,avanco,,recuo,avanco
RA-303,3,masculino,2019,publico,0.0,7.3,7.52,5.1,nao,7.05,5.0,2023,7.65625,15,quartzo,5.7,5.2,4.5,-2.0,5.914291667,veterano,escolar,fundamental2,False,False,moderada,4,recuo,recuo,neutro,recuo,recuo,avanco,recuo,recuo,avanco
RA-303,4,masculino,2021,publico,8.751,3.9520467836666664,7.51,5.666666666666667,nao,7.535,5.0,2024,6.875,16,agata,5.0,5.0,7.0,-2.0,6.2443426900666665,veterano,escolar,fundamental2,True,False,moderada,3,neutro,recuo,neutro,avanco,recuo,avanco,avanco,recuo,avanco
RA-304,3,masculino,2020,publico,8.8,7.7,7.5,4.3,nao,5.542,5.0,2022,7.0625,15,agata,3.0,5.5,4.64,-2.0,6.355,veterano,escolar,fundamental2,False,False,moderada,2,,neutro,recuo,,recuo,avanco,,neutro,neutro
RA-304,3,masculino,2020,publico,0.0,8.8,5.0,5.7,nao,7.835,5.0,2023,7.8125,0,agata,7.0,3.7,6.3,-2.0,6.241583333,veterano,escolar,fundamental2,False,True,moderada,3,neutro,neutro,recuo,recuo,recuo,avanco,neutro,neutro,neutro
RA-304,3,masculino,2021,publico,10.0,7.826890756333333,7.51,7.166666666666667,nao,5.825,2.5,2024,6.875,16,agata,9.0,5.5,7.0,-3.0,6.852411484600001,veterano,escolar,fundamental2,True,False,severa,3,recuo,neutro,recuo,avanco,recuo,avanco,neutro,neutro,neutro
RA-305,3,masculino,2019,publico,7.9,6.6,7.5,4.8,nao,5.208,5.0,2022,6.725,14,agata,2.8,6.7,4.5600000000000005,-1.0,6.058,veterano,escolar,fundamental2,False,True,moderada,3,,recuo,avanco,,avanco,avanco,,neutro,neutro
RA-305,3,masculino,2019,publico,0.0,8.9,7.52,5.2,nao,7.75,5.0,2023,7.65625,15,agata,5.2,4.8,5.7,-2.0,6.394291667,veterano,escolar,fundamental2,False,False,moderada,4,recuo,recuo,avanco,avanco,avanco,avanco,neutro,neutro,neutro
RA-305,4,masculino,2021,publico,8.334,7.898550724666666,6.26,4.833333333333333,nao,7.03,5.0,2024,7.8125,16,agata,3.0,3.0,8.5,-1.0,6.693026811600001,veterano,escolar,fundamental2,True,False,moderada,3,avanco,recuo,avanco,avanco,avanco,avanco,neutro,neutro,neutro
RA-306,3,feminino,2021,publico,8.3,6.8,7.5,5.2,nao,5.958,5.0,2022,7.09375,14,agata,4.7,5.8,5.0,-1.0,6.427,veterano,escolar,fundamental2,False,False,moderada,1,,neutro,neutro,,recuo,avanco,,recuo,avanco
RA-306,4,feminino,2021,publico,0.0,7.9,6.26,4.0,nao,7.46,5.0,2023,7.34375,0,quartzo,4.7,4.5,2.8,-1.0,5.732375,veterano,escolar,fundamental2,False,False,moderada,2,neutro,neutro,neutro,recuo,recuo,avanco,recuo,recuo,avanco
RA-306,5,feminino,2021,publico,7.917,7.699561403666666,7.51,2.8333333333333335,nao,6.4125,5.0,2024,7.34375,16,agata,3.5,1.5,3.5,-1.0,6.1661539474,veterano,escolar,medio,True,False,moderada,3,neutro,neutro,neutro,avanco,recuo,avanco,avanco,recuo,avanco
RA-307,3,masculino,2022,publico,5.4,4.5,7.5,2.5,nao,4.708,5.0,2022,6.68125,14,quartzo,5.0,0.0,2.4,-1.0,4.733,ingressante,escolar,fundamental2,False,True,moderada,0,,recuo,,,avanco,,,avanco,
RA-307,3,masculino,2022,publico,0.0,6.5,7.52,6.3,nao,7.46,5.0,2023,7.5,0,agata,6.3,7.3,5.2,-2.0,6.047333333,veterano,escolar,fundamental2,True,False,moderada,1,recuo,recuo,,avanco,avanco,,avanco,avanco,
RA-308,3,masculino,2019,publico,7.9,7.4,6.9,5.0,nao,6.167,10.0,2022,7.25,13,agata,6.7,5.5,2.8,0.0,6.93,veterano,escolar,fundamental2,False,False,em fase,3,,neutro,avanco,,recuo,avanco,,neutro,recuo
RA-308,4,masculino,2019,publico,5.4,6.8,5.0,4.9,nao,7.5025,10.0,2023,7.03125,14,agata,4.7,5.2,4.7,0.0,6.578558333,veterano,escolar,fundamental2,False,False,em fase,4,neutro,neutro,avanco,recuo,recuo,avanco,neutro,neutro,recuo
RA-308,5,masculino,2021,publico,7.083,8.714912280666667,5.635,6.5,nao,7.1225,10.0,2024,7.5,15,ametista,5.5,7.0,7.0,1.0,7.489282456133334,veterano,escolar,medio,True,False,em fase,3,avanco,neutro,avanco,avanco,recuo,avanco,recuo,neutro,recuo
RA-309,3,feminino,2022,publico,9.2,5.2,7.5,6.5,nao,5.083,5.0,2022,7.364583333400001,14,agata,7.0,6.0,6.62,-1.0,6.151,ingressante,escolar,fundamental2,True,False,moderada,0,,,,,,,,,
RA-31,6,feminino,2019,privado,10.0,9.5,9.4,8.0,sim,10.0,5.0,2022,8.3125,17,topazio,9.0,5.7,9.3,-1.0,8.843,veterano,escolar,medio,False,False,moderada,3,,avanco,neutro,,recuo,recuo,,recuo,avanco
RA-31,8,feminino,2019,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,18,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,4,avanco,avanco,neutro,recuo,recuo,recuo,recuo,recuo,avanco
RA-31,8,feminino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,19,agata,6.18,7.220000000000001,6.8,0.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,neutro,avanco,neutro,recuo,recuo,recuo,avanco,recuo,avanco
RA-310,3,feminino,2022,publico,7.9,7.5,7.5,4.5,nao,6.0,5.0,2022,7.21875,15,agata,3.7,3.8,6.0,-2.0,6.4,ingressante,escolar,fundamental2,True,False,moderada,0,,,,,,,,,
RA-311,3,feminino,2022,publico,7.9,5.6,5.0,5.2,nao,6.222,2.5,2022,6.8854166668,16,quartzo,5.0,6.2,4.3,-3.0,5.652,ingressante,escolar,fundamental2,True,False,severa,0,,,,,,,,,
RA-312,3,feminino,2022,publico,9.6,8.1,7.5,5.2,nao,6.167,10.0,2022,7.4375,13,ametista,6.0,4.5,5.0,0.0,7.339,ingressante,escolar,fundamental2,True,False,em fase,0,,,,,,,,,
RA-313,3,feminino,2022,publico,7.5,7.0,5.0,4.1,nao,5.889,5.0,2022,7.125,14,quartzo,4.7,5.0,2.5,-1.0,5.8,ingressante,escolar,fundamental2,False,False,moderada,0,,avanco,recuo,,avanco,avanco,,avanco,neutro
RA-313,4,feminino,2022,publico,9.2,8.7,2.52,3.9,nao,7.75,10.0,2023,7.65625,14,ametista,4.0,2.8,5.0,0.0,7.011091667,veterano,escolar,fundamental2,False,True,em fase,1,avanco,avanco,recuo,avanco,avanco,avanco,avanco,avanco,neutro
RA-313,4,feminino,2022,publico,8.751,9.666666666666666,5.63,4.833333333333333,nao,8.1675,5.0,2024,7.8125,15,ametista,1.0,8.0,5.5,-1.0,7.2528500000000005,veterano,escolar,fundamental2,True,False,moderada,2,recuo,avanco,recuo,avanco,avanco,avanco,neutro,avanco,neutro
RA-314,3,feminino,2022,publico,5.4,5.4,5.0,5.3,nao,6.0,10.0,2022,6.843750000200001,13,agata,4.3,3.3,8.3,0.0,6.1,ingressante,escolar,fundamental2,True,False,em fase,0,,,,,,,,,
RA-315,3,feminino,2022,publico,6.7,5.1,7.5,3.0,nao,5.056,10.0,2022,6.4979166668,13,quartzo,3.0,4.2,1.8,0.0,5.672,ingressante,escolar,fundamental2,False,True,em fase,0,,recuo,neutro,,avanco,neutro,,neutro,avanco
RA-315,3,feminino,2022,publico,0.0,6.8,5.0,6.3,nao,7.8375,5.0,2023,7.96875,0,quartzo,5.7,6.8,6.3,-1.0,5.977708333,veterano,escolar,fundamental2,False,False,moderada,1,recuo,recuo,neutro,avanco,avanco,neutro,neutro,neutro,avanco
RA-315,4,feminino,2022,publico,0.0,5.918518518666667,7.51,6.833333333333333,nao,7.6275,5.0,2024,7.5,15,agata,6.5,6.5,7.5,-1.0,6.0768703704,veterano,escolar,fundamental2,True,False,moderada,2,neutro,recuo,neutro,neutro,avanco,neutro,avanco,neutro,avanco
RA-316,3,feminino,2022,publico,10.0,10.0,6.9,6.1,sim,8.389,5.0,2022,8.4020833332,14,ametista,7.0,6.5,4.7,-1.0,7.889,ingressante,escolar,fundamental2,False,False,moderada,0,,avanco,neutro,,avanco,avanco,,avanco,neutro
RA-316,4,feminino,2022,publico,10.0,9.5,7.52,5.7,nao,8.96,10.0,2023,8.59375,14,topazio,6.3,5.7,5.0,0.0,8.436908333,veterano,escolar,fundamental2,False,False,em fase,1,avanco,avanco,neutro,avanco,avanco,avanco,avanco,avanco,neutro
RA-316,5,feminino,2022,privado,9.168,10.0,7.51,8.0,nao,8.3775,10.0,2024,7.65625,15,topazio,8.5,7.0,8.5,0.0,8.708925,veterano,escolar,medio,True,False,em fase,2,neutro,avanco,neutro,avanco,avanco,avanco,neutro,avanco,neutro
RA-317,3,masculino,2021,publico,8.8,5.6,7.5,6.8,nao,5.944,10.0,2022,7.6979166668,13,ametista,4.7,5.7,10.0,0.0,7.04,veterano,escolar,fundamental2,True,False,em fase,1,,,,,,,,,
RA-318,3,feminino,2019,publico,8.3,6.9,6.9,5.8,nao,6.111,5.0,2022,7.072916666599999,14,agata,4.3,5.8,7.3,-1.0,6.527,veterano,escolar,fundamental2,False,False,moderada,3,,neutro,neutro,,avanco,avanco,,neutro,recuo
RA-318,4,feminino,2019,publico,7.9,8.1,6.26,4.9,nao,7.71,5.0,2023,7.96875,15,agata,5.0,5.0,4.7,-1.0,6.856575,veterano,escolar,fundamental2,False,False,moderada,4,neutro,neutro,neutro,avanco,avanco,avanco,neutro,neutro,recuo
RA-318,5,feminino,2021,publico,7.917,9.129629629666667,7.51,4.666666666666667,nao,7.443333333,5.0,2024,7.34375,16,ametista,2.0,6.0,6.0,-1.0,7.025000925866668,veterano,escolar,medio,True,False,moderada,3,neutro,neutro,neutro,avanco,avanco,avanco,recuo,neutro,recuo
RA-319,3,masculino,2022,publico,9.2,7.7,7.5,5.2,nao,7.5,10.0,2022,7.4458333331999995,13,ametista,6.3,4.3,5.0,0.0,7.448,ingressante,escolar,fundamental2,False,False,em fase,0,,neutro,neutro,,avanco,recuo,,avanco,recuo
RA-319,4,masculino,2022,outro,9.6,9.2,5.0,7.2,nao,8.88,10.0,2023,8.59375,0,topazio,5.7,5.8,10.0,0.0,8.367208333,veterano,escolar,fundamental2,False,False,em fase,1,neutro,neutro,neutro,avanco,avanco,recuo,avanco,avanco,recuo
RA-319,5,masculino,2022,publico,9.585,9.024122807,7.51,5.833333333333333,nao,7.666666667,10.0,2024,7.34375,15,ametista,4.0,5.0,8.5,0.0,7.948699561466667,veterano,escolar,medio,True,False,em fase,2,neutro,neutro,neutro,recuo,avanco,recuo,recuo,avanco,recuo
RA-32,6,feminino,2018,privado,8.8,5.2,8.8,6.1,nao,7.944,10.0,2022,7.737500000200001,16,ametista,5.7,3.6,8.9,0.0,7.37,veterano,escolar,medio,False,False,em fase,4,,neutro,,,recuo,,,avanco,
RA-32,7,feminino,2018,privado,0.0,8.2,3.77,7.9,nao,6.8775,10.0,2023,7.375,0,agata,9.0,5.8,9.0,0.0,6.716666667,veterano,escolar,medio,True,False,em fase,5,neutro,neutro,,recuo,recuo,,avanco,avanco,
RA-320,3,feminino,2022,publico,8.8,10.0,6.9,6.4,sim,8.667,5.0,2022,8.0416666666,14,ametista,7.3,6.3,5.7,-1.0,7.897,ingressante,escolar,fundamental2,False,False,moderada,0,,avanco,neutro,,avanco,neutro,,avanco,neutro
RA-320,4,feminino,2022,publico,9.2,9.9,7.52,5.5,nao,8.96,10.0,2023,8.59375,14,topazio,5.7,6.0,4.7,0.0,8.393508333,veterano,escolar,fundamental2,False,False,em fase,1,avanco,avanco,neutro,avanco,avanco,neutro,avanco,avanco,neutro
RA-320,5,feminino,2022,privado,9.168,10.0,7.51,6.666666666666667,nao,8.3775,10.0,2024,7.65625,15,topazio,7.5,5.5,7.0,0.0,8.442258333333335,veterano,escolar,medio,True,False,em fase,2,neutro,avanco,neutro,neutro,avanco,neutro,neutro,avanco,neutro
RA-321,3,feminino,2022,publico,9.2,9.1,5.6,5.2,nao,8.278,10.0,2022,8.010416666800001,12,ametista,5.7,6.2,3.7,0.0,7.792,ingressante,escolar,fundamental2,False,False,em fase,0,,avanco,neutro,,neutro,avanco,,neutro,avanco
RA-321,4,feminino,2022,publico,8.3,9.4,2.52,6.2,nao,8.42,10.0,2023,8.125,13,ametista,6.0,5.8,6.7,1.0,7.695233333,veterano,escolar,fundamental2,False,False,em fase,1,avanco,avanco,neutro,neutro,neutro,avanco,neutro,neutro,avanco
RA-321,5,feminino,2022,publico,7.917,9.534706331,6.26,7.166666666666667,nao,7.776666667,10.0,2024,8.125,14,topazio,6.0,6.0,9.5,1.0,8.125807932933334,veterano,escolar,medio,True,False,em fase,2,neutro,avanco,neutro,avanco,neutro,avanco,avanco,neutro,avanco
RA-322,3,feminino,2022,publico,7.1,8.1,5.0,4.7,nao,6.778,10.0,2022,7.5625,13,agata,4.3,5.7,4.0,0.0,6.859,ingressante,escolar,fundamental2,False,False,em fase,0,,neutro,,,avanco,,,recuo,
RA-322,4,feminino,2022,publico,6.7,8.3,2.52,5.3,nao,8.045,10.0,2023,7.96875,14,ametista,4.0,5.5,6.3,0.0,7.037808333,veterano,escolar,fundamental2,True,False,em fase,1,neutro,neutro,,avanco,avanco,,recuo,recuo,
RA-323,3,masculino,2022,publico,9.2,7.3,7.5,3.4,nao,6.611,10.0,2022,7.5625,13,agata,7.3,2.5,0.5,0.0,6.86,ingressante,escolar,fundamental2,True,False,em fase,0,,,,,,,,,
RA-324,2,feminino,2022,publico,10.0,9.3,6.9,6.8,sim,8.611,10.0,2022,7.9916666668000005,10,topazio,6.3,7.2,7.040000000000001,0.0,8.27,ingressante,escolar,fundamental2,False,False,em fase,0,,neutro,,,recuo,,,recuo,
RA-324,2,feminino,2022,publico,5.8,9.0,2.52,8.4,nao,7.5875,10.0,2023,8.125,0,ametista,8.0,8.7,8.940000000000001,0.0,7.6354,veterano,escolar,fundamental2,True,False,em fase,1,neutro,neutro,,recuo,recuo,,recuo,recuo,
RA-325,2,masculino,2022,publico,9.5,6.8,7.5,6.0,sim,8.444,10.0,2022,7.979166666599999,10,ametista,6.0,6.0,6.0,0.0,7.619,ingressante,escolar,fundamental2,False,False,em fase,0,,neutro,neutro,,recuo,avanco,,avanco,avanco
RA-325,2,masculino,2022,publico,0.0,7.1,5.0,5.6,nao,7.0025,10.0,2023,8.125,11,agata,3.8,7.3,5.82,0.0,6.243,veterano,escolar,fundamental2,False,False,em fase,1,neutro,neutro,neutro,recuo,recuo,avanco,avanco,avanco,avanco
RA-325,3,masculino,2022,publico,9.168,9.866666666666667,7.51,7.0,nao,7.553333333,10.0,2024,8.333333333,12,topazio,7.0,5.5,8.5,0.0,8.385133333233336,veterano,escolar,fundamental2,True,False,em fase,2,neutro,neutro,neutro,avanco,recuo,avanco,avanco,avanco,avanco
RA-326,2,feminino,2022,publico,10.0,9.7,5.0,9.0,sim,8.944,5.0,2022,8.708333333199999,12,topazio,8.7,9.3,9.4,-1.0,8.22,ingressante,escolar,fundamental2,False,False,moderada,0,,avanco,avanco,,avanco,avanco,,neutro,neutro
RA-326,3,feminino,2022,privado,9.6,9.4,3.14,8.2,sim,9.76,10.0,2023,9.0625,13,topazio,8.3,7.5,8.8,0.0,8.65075,veterano,escolar,fundamental2,False,False,em fase,1,avanco,avanco,avanco,avanco,avanco,avanco,neutro,neutro,neutro
RA-326,4,feminino,2022,privado,9.168,8.973112128333334,6.26,9.333333333333334,nao,8.704,10.0,2024,8.875,14,topazio,10.0,9.0,9.0,1.0,8.832389092333335,veterano,escolar,fundamental2,True,False,em fase,2,avanco,avanco,avanco,avanco,avanco,avanco,neutro,neutro,neutro
RA-327,2,masculino,2021,publico,8.5,8.8,7.5,2.8,nao,7.333,10.0,2022,7.34375,11,agata,2.3,3.2,2.9,0.0,6.986,veterano,escolar,fundamental2,True,False,em fase,1,,,,,,,,,
RA-328,2,masculino,2020,publico,10.0,7.0,7.5,5.3,nao,7.5,5.0,2022,7.593749999799999,12,agata,4.0,6.5,4.680000000000001,-1.0,6.823,veterano,escolar,fundamental2,True,False,moderada,2,,,,,,,,,
RA-329,2,masculino,2019,publico,7.4,6.9,4.4,5.0,nao,5.778,10.0,2022,6.75625,11,agata,3.0,7.0,4.0600000000000005,0.0,6.313,veterano,escolar,fundamental2,True,False,em fase,3,,,,,,,,,
RA-33,6,feminino,2020,publico,0.0,4.6,7.5,4.8,nao,6.0,5.0,2022,5.739583333400001,17,quartzo,9.0,1.6,3.7,-1.0,4.952,veterano,escolar,medio,True,False,moderada,2,,,,,,,,,
RA-330,2,feminino,2018,publico,9.5,8.8,7.5,2.5,nao,7.056,5.0,2022,7.1875,14,agata,2.3,2.7,2.44,-2.0,6.446,veterano,escolar,fundamental2,False,False,moderada,4,,neutro,,,recuo,,,neutro,
RA-330,3,feminino,2018,publico,9.6,7.2,6.89,3.3,nao,5.8275,5.0,2023,6.71875,0,agata,3.8,3.8,2.3,-2.0,6.084875,veterano,escolar,fundamental2,True,False,moderada,5,neutro,neutro,,recuo,recuo,,neutro,neutro,
RA-331,2,feminino,2019,publico,9.0,8.7,7.5,3.7,nao,6.944,5.0,2022,6.697916666599999,12,agata,2.3,5.0,4.04,-1.0,6.636,veterano,escolar,fundamental2,False,False,moderada,3,,avanco,recuo,,avanco,recuo,,recuo,avanco
RA-331,3,feminino,2019,publico,9.6,8.6,2.52,5.2,nao,6.7975,10.0,2023,7.03125,13,ametista,5.7,4.8,5.2,0.0,7.039791667,veterano,escolar,fundamental2,False,True,em fase,4,avanco,avanco,recuo,avanco,avanco,recuo,recuo,recuo,avanco
RA-331,3,feminino,2021,publico,8.751,7.735353535333334,8.755,3.5,nao,5.62,5.0,2024,6.09375,14,agata,4.0,3.5,3.0,-1.0,6.231045707066668,veterano,escolar,fundamental2,True,False,moderada,3,recuo,avanco,recuo,recuo,avanco,recuo,avanco,recuo,avanco
RA-332,2,masculino,2017,privado,9.5,9.0,8.1,7.5,sim,8.5,5.0,2022,7.854166666599999,13,ametista,7.5,7.5,7.959999999999999,-1.0,7.883,veterano,escolar,fundamental2,False,False,moderada,5,,neutro,avanco,,avanco,avanco,,avanco,neutro
RA-332,3,masculino,2017,privado,9.2,8.4,8.76,6.8,sim,9.175,5.0,2023,8.28125,0,topazio,6.3,7.7,6.5,-1.0,8.002591667,veterano,escolar,fundamental2,False,False,moderada,6,neutro,neutro,avanco,avanco,avanco,avanco,avanco,avanco,neutro
RA-332,4,masculino,2021,privado,9.585,7.605358505000001,9.38,7.0,nao,8.706,10.0,2024,8.625,15,topazio,7.0,7.0,7.0,1.0,8.421271701,veterano,escolar,fundamental2,True,False,em fase,3,avanco,neutro,avanco,avanco,avanco,avanco,neutro,avanco,neutro
RA-333,2,masculino,2018,privado,8.0,5.8,3.8,2.9,nao,6.722,5.0,2022,6.135416666599999,14,quartzo,0.2,5.7,1.8,-2.0,5.249,veterano,escolar,fundamental2,True,False,moderada,4,,,,,,,,,
RA-334,2,feminino,2019,privado,6.9,9.2,4.4,8.0,sim,8.722,10.0,2022,7.59375,11,ametista,7.0,9.0,8.780000000000001,0.0,7.961,veterano,escolar,fundamental2,True,False,em fase,3,,,,,,,,,
RA-335,2,masculino,2022,publico,9.5,9.4,7.5,7.4,nao,6.833,10.0,2022,7.979166666599999,10,ametista,5.8,9.0,7.3,0.0,7.902,ingressante,escolar,fundamental2,True,False,em fase,0,,,,,,,,,
RA-336,2,masculino,2016,publico,9.5,8.5,4.4,5.1,nao,7.889,5.0,2022,6.84375,13,agata,4.5,5.7,4.12,-1.0,6.787,veterano,escolar,fundamental2,False,False,moderada,6,,neutro,avanco,,recuo,avanco,,recuo,avanco
RA-336,3,masculino,2016,publico,0.0,7.5,6.89,5.1,nao,7.255,5.0,2023,7.34375,14,quartzo,6.7,5.2,3.3,-1.0,5.887708333,veterano,escolar,fundamental2,False,False,moderada,7,neutro,neutro,avanco,recuo,recuo,avanco,recuo,recuo,avanco
RA-336,4,masculino,2021,publico,7.5,5.512100409000001,6.26,5.833333333333333,nao,7.196,10.0,2024,7.5,15,agata,6.0,6.5,5.0,0.0,6.834286748466667,veterano,escolar,fundamental2,True,False,em fase,3,avanco,neutro,avanco,avanco,recuo,avanco,avanco,recuo,avanco
RA-337,2,masculino,2022,publico,10.0,9.3,7.5,5.8,nao,7.611,10.0,2022,7.854166666599999,11,ametista,7.5,4.0,5.88,0.0,7.914,ingressante,escolar,fundamental2,True,False,em fase,0,,,,,,,,,
RA-338,2,masculino,2019,publico,8.5,7.3,7.5,5.8,nao,7.611,5.0,2022,7.5,12,agata,5.3,6.2,6.299999999999999,-1.0,6.837,veterano,escolar,fundamental2,False,False,moderada,3,,avanco,neutro,,avanco,recuo,,avanco,neutro
RA-338,3,masculino,2019,publico,8.3,9.1,7.52,6.7,nao,8.38,10.0,2023,8.59375,0,topazio,8.7,7.0,4.5,0.0,8.287441667,veterano,escolar,fundamental2,False,False,em fase,4,avanco,avanco,neutro,avanco,avanco,recuo,avanco,avanco,neutro
RA-338,4,masculino,2021,publico,9.168,7.441643324,7.51,6.833333333333333,nao,8.8375,10.0,2024,7.625,14,topazio,5.0,8.0,7.5,0.0,8.052795331466667,veterano,escolar,fundamental2,True,False,em fase,3,neutro,avanco,neutro,recuo,avanco,recuo,neutro,avanco,neutro
RA-339,2,feminino,2019,publico,6.9,9.9,7.5,8.1,sim,8.889,10.0,2022,7.96875,11,topazio,7.1,9.2,8.64,0.0,8.488,veterano,escolar,fundamental2,False,False,em fase,3,,neutro,avanco,,recuo,avanco,,recuo,neutro
RA-339,3,feminino,2019,publico,0.0,8.9,7.52,7.1,nao,8.255,10.0,2023,7.8125,0,ametista,7.7,5.7,7.8,0.0,7.377583333,veterano,escolar,fundamental2,False,False,em fase,4,neutro,neutro,avanco,recuo,recuo,avanco,recuo,recuo,neutro
RA-339,4,feminino,2021,publico,7.5,7.155537064000001,5.635,8.166666666666666,nao,7.668,10.0,2024,8.0,13,ametista,8.0,7.0,9.5,1.0,7.711540746133334,veterano,escolar,fundamental2,True,False,em fase,3,avanco,neutro,avanco,avanco,recuo,avanco,neutro,recuo,neutro
RA-34,6,masculino,2016,privado,9.6,4.8,8.1,3.8,nao,7.278,5.0,2022,7.3770833334,17,agata,4.7,4.0,2.8,-1.0,6.259,veterano,escolar,medio,False,False,moderada,6,,avanco,,,avanco,,,recuo,
RA-34,8,masculino,2016,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,0,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,True,False,em fase,7,avanco,avanco,,avanco,avanco,,recuo,recuo,
RA-340,2,masculino,2017,publico,9.0,8.2,7.5,6.5,nao,7.667,10.0,2022,7.677083333400001,11,ametista,6.0,7.0,6.5200000000000005,0.0,7.721,veterano,escolar,fundamental2,False,True,em fase,5,,recuo,avanco,,recuo,recuo,,neutro,avanco
RA-340,2,masculino,2017,publico,0.0,9.6,2.52,8.9,nao,8.505,5.0,2023,9.166666667,0,ametista,9.0,8.7,9.08,-1.0,7.059666667,veterano,escolar,fundamental2,False,False,moderada,6,recuo,recuo,avanco,recuo,recuo,recuo,neutro,neutro,avanco
RA-340,3,masculino,2021,publico,7.917,6.585769980666666,7.51,5.166666666666667,nao,5.83,10.0,2024,6.5625,13,agata,6.0,7.0,2.5,0.0,6.715437329466668,veterano,escolar,fundamental2,True,False,em fase,3,avanco,recuo,avanco,recuo,recuo,recuo,avanco,neutro,avanco
RA-341,2,masculino,2022,publico,8.0,7.7,7.5,5.8,nao,7.5,5.0,2022,7.541666666599999,12,agata,5.0,6.5,5.5600000000000005,-1.0,6.854,ingressante,escolar,fundamental2,True,False,moderada,0,,,,,,,,,
RA-342,2,feminino,2021,publico,9.0,6.7,7.5,6.6,nao,7.5,5.0,2022,7.46875,14,agata,5.5,7.7,7.38,-2.0,6.941,veterano,escolar,fundamental2,False,False,moderada,1,,neutro,avanco,,avanco,recuo,,recuo,avanco
RA-342,3,feminino,2021,publico,7.5,8.6,7.52,6.6,nao,8.505,5.0,2023,7.96875,15,ametista,6.3,7.8,5.7,-2.0,7.539875,veterano,escolar,fundamental2,False,False,moderada,2,neutro,neutro,avanco,avanco,avanco,recuo,recuo,recuo,avanco
RA-342,4,feminino,2021,publico,8.751,7.728174603333334,6.26,4.5,nao,7.723333333,5.0,2024,7.65625,16,agata,6.5,7.0,0.0,-1.0,6.757026587266667,veterano,escolar,fundamental2,True,False,moderada,3,avanco,neutro,avanco,recuo,avanco,recuo,avanco,recuo,avanco
RA-343,2,masculino,2020,publico,9.5,7.4,7.5,5.9,nao,7.167,5.0,2022,7.21875,14,agata,4.2,7.7,5.279999999999999,-2.0,6.9,veterano,escolar,fundamental2,False,False,moderada,2,,neutro,,,recuo,,,neutro,
RA-343,3,masculino,2020,publico,9.2,7.2,6.26,5.7,nao,6.9225,5.0,2023,7.65625,0,agata,4.5,6.7,6.0,-2.0,6.779591667,veterano,escolar,fundamental2,True,False,moderada,3,neutro,neutro,,recuo,recuo,,neutro,neutro,
RA-344,2,masculino,2019,publico,8.5,8.3,7.5,4.5,nao,7.5,10.0,2022,7.333333333400001,11,ametista,2.3,6.7,4.4,0.0,7.263,veterano,escolar,fundamental2,True,False,em fase,3,,,,,,,,,
RA-345,2,masculino,2021,publico,9.5,5.4,5.6,3.6,nao,6.667,5.0,2022,7.083333333400001,13,quartzo,1.3,5.8,3.78,-1.0,5.75,veterano,escolar,fundamental2,False,False,moderada,1,,neutro,,,avanco,,,avanco,
RA-345,3,masculino,2021,publico,8.8,6.8,6.26,4.6,nao,7.1725,5.0,2023,8.125,0,agata,5.7,5.7,2.5,-1.0,6.534766667,veterano,escolar,fundamental2,True,False,moderada,2,neutro,neutro,,avanco,avanco,,avanco,avanco,
RA-346,2,masculino,2022,publico,10.0,9.1,7.5,7.0,nao,7.889,10.0,2022,8.2083333334,10,topazio,6.0,8.0,6.87,0.0,8.143,ingressante,escolar,fundamental2,False,False,em fase,0,,avanco,recuo,,recuo,avanco,,recuo,neutro
RA-346,3,masculino,2022,publico,0.0,9.4,8.14,6.2,nao,7.84,10.0,2023,7.96875,0,ametista,6.7,5.5,6.5,1.0,7.305541667,veterano,escolar,fundamental2,False,True,em fase,1,avanco,avanco,recuo,recuo,recuo,avanco,recuo,recuo,neutro
