id_aluno,fase,genero,ano_ingresso,inst_ensino,iaa,ieg,ips,ida,atingiu_pv,ipv,ian,ano,ipp,idade,pedra,matematica,portugues,defasagem,inde,tipo_estudante,tipo_instituicao,nivel_ensino,evadido,piorou_defasagem,nivel_defasagem,permanencia
RA-204,4,feminino,2019,publico,8.8,7.9,2.52,7.1,nao,8.045,10.0,2023,8.28125,0,ametista,4.7,8.0,0.0,7.557558333,veterano,escolar,fundamental2,False,False,em fase,4
RA-205,3,masculino,2020,publico,9.6,3.8,7.5,4.1,nao,4.833,5.0,2022,6.4125,14,quartzo,5.7,1.7,-1.0,5.372,veterano,escolar,fundamental2,False,False,moderada,2
RA-21,7,masculino,2022,publico,9.6,9.2,7.5,3.8,nao,7.25,5.0,2022,7.01875,18,agata,7.0,0.5,-1.0,6.945,ingressante,escolar,medio,False,False,moderada,0
RA-21,8,masculino,2022,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,19,ametista,6.5200000000000005,5.76,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,1
RA-211,3,masculino,2021,publico,9.2,8.8,7.5,7.6,sim,8.458,10.0,2022,8.2166666666,13,topazio,6.7,7.5,0.0,8.465,veterano,escolar,fundamental2,False,False,em fase,1
RA-211,4,masculino,2021,privado,9.6,9.4,2.52,7.1,nao,8.71,10.0,2023,7.65625,14,topazio,7.7,8.0,0.0,8.024791667,veterano,escolar,fundamental2,False,False,em fase,2
RA-215,3,feminino,2021,publico,6.7,5.8,7.5,7.8,nao,6.542,10.0,2022,7.03125,13,ametista,5.7,7.7,0.0,7.172,veterano,escolar,fundamental2,False,False,em fase,1
RA-215,4,feminino,2021,publico,8.8,6.6,2.52,6.9,nao,7.7125,10.0,2023,7.96875,14,ametista,5.7,6.7,0.0,7.166475,veterano,escolar,fundamental2,False,False,em fase,2
RA-217,3,feminino,2021,publico,7.9,8.5,7.5,7.1,nao,7.292,5.0,2022,7.40625,15,ametista,6.3,7.2,-2.0,7.397,veterano,escolar,fundamental2,False,False,moderada,1
RA-217,4,feminino,2021,publico,8.3,8.6,2.52,5.6,nao,8.5025,5.0,2023,8.4375,0,agata,6.7,5.3,-1.0,6.96965,veterano,escolar,fundamental2,False,False,moderada,2
RA-218,3,feminino,2022,publico,6.3,7.3,7.5,4.0,nao,6.125,5.0,2022,6.541666666599999,14,agata,5.0,7.0,-1.0,6.1,ingressante,escolar,fundamental2,False,False,moderada,0
RA-220,3,feminino,2022,publico,0.0,8.1,7.5,6.5,nao,7.833,10.0,2022,7.0,13,agata,6.8,6.8,0.0,7.028,ingressante,escolar,fundamental2,False,False,em fase,0
RA-220,4,feminino,2022,publico,8.8,7.6,2.52,6.1,nao,7.5475,10.0,2023,7.1875,14,ametista,6.3,5.8,0.0,7.102016667,veterano,escolar,fundamental2,False,False,em fase,1
RA-221,3,masculino,2022,publico,9.6,8.5,7.5,5.2,nao,6.0,5.0,2022,7.375,14,agata,7.0,3.5,-1.0,6.892,ingressante,escolar,fundamental2,False,True,moderada,0
RA-223,3,feminino,2022,publico,0.0,4.6,7.5,3.1,nao,5.583,10.0,2022,6.927083333400001,13,quartzo,4.3,4.7,0.0,4.966,ingressante,escolar,fundamental2,False,True,em fase,0
RA-227,3,masculino,2022,publico,9.2,6.4,7.5,3.3,nao,5.833,10.0,2022,7.56875,12,agata,4.7,4.3,0.0,6.471,ingressante,escolar,fundamental2,False,False,em fase,0
RA-227,3,masculino,2022,publico,9.6,7.5,5.63,6.9,nao,7.4625,10.0,2023,8.28125,0,ametista,7.2,6.5,0.0,7.722125,veterano,escolar,fundamental2,False,False,em fase,1
RA-229,3,masculino,2022,publico,10.0,9.4,7.5,6.9,sim,8.5,10.0,2022,7.91875,12,topazio,7.0,6.7,0.0,8.62,ingressante,escolar,fundamental2,False,False,em fase,0
RA-229,4,masculino,2022,privado,9.2,9.8,2.52,7.8,nao,8.42,10.0,2023,8.28125,0,topazio,8.0,8.2,1.0,8.207591667,veterano,escolar,fundamental2,False,False,em fase,1
RA-23,6,masculino,2021,publico,8.3,8.2,8.1,6.7,sim,8.556,5.0,2022,8.1583333334,17,ametista,7.2,4.7,-1.0,7.677,veterano,escolar,medio,False,False,moderada,1
RA-23,8,masculino,2021,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,0,ametista,6.5200000000000005,5.76,1.0,7.164000279918784,veterano,universitario,superior,False,True,em fase,2
RA-234,3,masculino,2022,publico,10.0,7.6,5.6,4.3,nao,5.583,10.0,2022,7.125,13,agata,3.7,6.3,0.0,6.719,ingressante,escolar,fundamental2,False,False,em fase,0
RA-236,3,feminino,2022,publico,9.6,7.5,7.5,3.7,nao,7.208,10.0,2022,7.75625,12,ametista,4.0,4.0,0.0,7.11,ingressante,escolar,fundamental2,False,False,em fase,0
RA-236,3,feminino,2022,publico,10.0,7.5,7.52,4.5,nao,7.2975,10.0,2023,7.1875,13,ametista,6.3,4.0,0.0,7.337116667,veterano,escolar,fundamental2,False,False,em fase,1
RA-237,3,feminino,2022,publico,10.0,9.0,7.5,7.8,sim,8.417,5.0,2022,7.875,14,topazio,6.8,7.7,-1.0,8.084,ingressante,escolar,fundamental2,False,False,moderada,0
RA-237,4,feminino,2022,privado,8.3,9.5,2.52,6.7,nao,8.96,5.0,2023,8.125,15,ametista,7.7,7.0,-1.0,7.436566667,veterano,escolar,fundamental2,False,False,moderada,1
RA-239,3,feminino,2021,publico,0.0,3.7,7.5,3.7,nao,5.958,5.0,2022,6.427083333400001,15,quartzo,2.0,4.7,-2.0,4.572,veterano,escolar,fundamental2,False,False,moderada,1
RA-239,4,feminino,2021,publico,0.0,8.4,5.0,7.0,nao,7.6275,5.0,2023,8.125,16,agata,6.0,7.2,-2.0,6.411333333,veterano,escolar,fundamental2,False,True,moderada,2
RA-240,3,feminino,2017,privado,7.1,8.1,5.0,4.7,nao,7.042,10.0,2022,7.5625,13,agata,6.3,5.0,0.0,6.943,veterano,escolar,fundamental2,False,False,em fase,5
RA-241,3,masculino,2016,privado,10.0,10.0,7.5,7.7,sim,9.125,5.0,2022,8.25,14,topazio,8.2,7.5,-1.0,8.468,veterano,escolar,fundamental2,False,False,moderada,6
RA-241,4,masculino,2016,privado,0.0,9.9,2.52,7.5,nao,9.545,5.0,2023,8.75,0,ametista,9.3,7.0,-1.0,7.016,veterano,escolar,fundamental2,False,False,moderada,7
RA-242,3,masculino,2018,privado,9.6,9.7,5.6,8.2,sim,8.708,10.0,2022,7.71875,13,topazio,8.7,7.2,0.0,8.673,veterano,escolar,fundamental2,False,False,em fase,4
RA-242,4,masculino,2018,privado,7.1,9.7,2.52,7.9,nao,9.3775,10.0,2023,8.59375,14,topazio,9.3,7.3,0.0,8.221841667,veterano,escolar,fundamental2,False,False,em fase,5
RA-244,3,feminino,2018,privado,7.5,9.4,6.3,7.8,sim,9.208,10.0,2022,7.775,12,topazio,6.7,8.0,0.0,8.51,veterano,escolar,fundamental2,False,False,em fase,4
RA-244,4,feminino,2018,privado,0.0,8.8,2.52,7.3,nao,8.8325,10.0,2023,8.125,13,ametista,7.0,8.0,1.0,7.044333333,veterano,escolar,fundamental2,False,False,em fase,5
RA-245,3,masculino,2016,privado,10.0,9.9,7.5,8.4,sim,9.25,5.0,2022,7.78125,14,topazio,8.3,8.2,-1.0,8.656,veterano,escolar,fundamental2,False,False,moderada,6
RA-245,4,masculino,2016,privado,0.0,10.0,2.52,8.1,nao,9.5875,5.0,2023,8.75,0,ametista,9.3,7.8,-1.0,7.171166667,veterano,escolar,fundamental2,False,False,moderada,7
RA-246,3,masculino,2022,publico,8.3,9.4,7.5,7.6,sim,9.167,10.0,2022,7.78125,13,topazio,8.0,6.7,0.0,8.639,ingressante,escolar,fundamental2,False,False,em fase,0
RA-246,4,masculino,2022,privado,8.8,9.9,4.39,6.8,nao,8.9175,10.0,2023,8.125,0,topazio,7.7,7.0,0.0,8.256766667,veterano,escolar,fundamental2,False,False,em fase,1
RA-247,3,feminino,2021,publico,8.3,8.2,7.5,5.8,nao,7.875,10.0,2022,7.3125,13,ametista,5.3,5.7,0.0,7.72,veterano,escolar,fundamental2,False,False,em fase,1
RA-247,3,feminino,2021,publico,0.0,8.5,7.52,7.2,nao,7.5425,10.0,2023,8.28125,13,ametista,6.5,6.7,0.0,7.221958333,veterano,escolar,fundamental2,False,False,em fase,2
RA-249,3,masculino,2017,publico,6.7,7.4,5.0,2.9,nao,4.292,5.0,2022,5.395833333400001,14,quartzo,2.3,4.2,-1.0,5.097,veterano,escolar,fundamental2,False,True,moderada,5
RA-249,3,masculino,2017,publico,0.0,8.2,5.0,4.9,nao,6.545,5.0,2023,5.15625,0,quartzo,6.2,5.3,-2.0,5.444625,veterano,escolar,fundamental2,False,False,moderada,6
RA-25,6,feminino,2021,publico,8.3,8.3,8.8,6.9,sim,9.667,5.0,2022,8.197916666800001,17,ametista,9.2,3.8,-1.0,7.979,veterano,escolar,medio,False,False,moderada,1
RA-25,8,feminino,2021,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,18,ametista,6.5200000000000005,5.76,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,2
RA-250,3,feminino,2022,publico,8.3,8.6,7.5,6.6,nao,7.625,10.0,2022,7.78125,12,ametista,6.7,6.5,0.0,7.958,ingressante,escolar,fundamental2,False,False,em fase,0
RA-250,3,feminino,2022,publico,0.0,9.3,5.63,8.3,nao,8.625,10.0,2023,7.96875,13,ametista,7.7,8.8,0.0,7.598208333,veterano,escolar,fundamental2,False,False,em fase,1
RA-251,3,masculino,2018,publico,10.0,8.1,5.6,6.3,nao,6.625,5.0,2022,7.4270833332,15,agata,5.3,6.3,-2.0,7.022,veterano,escolar,fundamental2,False,False,moderada,4
RA-251,4,masculino,2018,publico,9.6,8.0,2.52,5.3,nao,7.835,5.0,2023,7.34375,0,agata,5.0,5.5,-1.0,6.665208333,veterano,escolar,fundamental2,False,False,moderada,5
RA-254,3,masculino,2019,publico,10.0,7.4,5.6,5.3,nao,6.917,5.0,2022,7.7083333332,14,agata,5.0,6.8,-1.0,6.715,veterano,escolar,fundamental2,False,False,moderada,3
RA-258,3,feminino,2018,publico,10.0,7.3,5.6,4.8,nao,6.125,10.0,2022,7.0625,12,agata,2.7,6.2,0.0,6.926,veterano,escolar,fundamental2,True,False,em fase,4
RA-26,6,masculino,2022,publico,9.6,8.8,10.0,8.0,sim,10.0,5.0,2022,8.3958333334,17,topazio,9.5,4.4,-1.0,8.677,ingressante,escolar,medio,False,False,moderada,0
RA-26,7,masculino,2022,privado,0.0,10.0,7.52,7.809060444136508,nao,8.160386825773053,5.0,2023,7.642384684831631,0,ametista,7.2,7.94,-1.0,7.519371344425361,veterano,escolar,medio,False,False,moderada,1
RA-260,3,feminino,2019,publico,10.0,8.2,7.5,5.0,nao,6.458,10.0,2022,7.479166666599999,13,ametista,5.7,5.2,0.0,7.44,veterano,escolar,fundamental2,False,False,em fase,3
RA-260,3,feminino,2019,publico,9.2,9.9,7.52,6.1,nao,7.4175,10.0,2023,7.34375,0,topazio,6.3,5.2,0.0,8.080008333,veterano,escolar,fundamental2,False,False,em fase,4
RA-262,3,masculino,2021,publico,0.0,5.8,5.6,3.4,nao,5.625,5.0,2022,5.697916666599999,15,quartzo,1.3,5.5,-2.0,4.786,veterano,escolar,fundamental2,False,False,moderada,1
RA-262,4,masculino,2021,privado,0.0,3.7,5.0,3.8,nao,6.05,5.0,2023,7.03125,0,quartzo,5.0,3.3,-2.0,4.406458333,veterano,escolar,fundamental2,False,False,moderada,2
RA-265,3,masculino,2019,publico,8.3,7.7,7.5,6.9,nao,7.917,10.0,2022,8.15625,13,ametista,5.3,7.0,0.0,7.926,veterano,escolar,fundamental2,False,False,em fase,3
RA-267,3,feminino,2016,publico,10.0,7.4,5.0,3.3,nao,6.292,5.0,2022,6.927083333400001,15,agata,2.3,4.8,-2.0,6.012,veterano,escolar,fundamental2,False,False,moderada,6
RA-267,4,feminino,2016,publico,7.9,7.7,7.797521758317427,2.7,nao,6.505,5.0,2023,4.6875,16,quartzo,2.7,4.0,-2.0,5.901100762713091,veterano,escolar,fundamental2,False,False,moderada,7
RA-269,3,masculino,2022,publico,9.2,8.6,6.3,8.9,nao,7.25,10.0,2022,7.6666666668,13,topazio,8.7,9.5,0.0,8.231,ingressante,escolar,fundamental2,False,False,em fase,0
RA-269,4,masculino,2022,publico,9.6,9.0,2.52,7.4,nao,8.7975,10.0,2023,8.59375,14,topazio,8.0,7.3,0.0,8.116041667,veterano,escolar,fundamental2,False,False,em fase,1
RA-27,6,masculino,2016,privado,0.0,7.6,8.1,8.0,sim,9.111,5.0,2022,7.275,17,ametista,7.7,6.3,-1.0,7.124,veterano,escolar,medio,False,False,moderada,6
RA-27,7,masculino,2016,privado,6.7,7.7,6.89,6.9,nao,8.8825,10.0,2023,8.625,0,ametista,7.0,5.8,0.0,7.921266667,veterano,escolar,medio,False,False,em fase,7
RA-270,3,feminino,2019,privado,8.3,8.4,6.9,7.9,nao,8.125,10.0,2022,7.541666666599999,13,topazio,8.0,7.2,0.0,8.226,veterano,escolar,fundamental2,False,False,em fase,3
RA-270,4,feminino,2019,privado,9.2,9.0,2.52,6.6,nao,9.1275,10.0,2023,8.75,14,ametista,7.7,6.2,0.0,7.982633333,veterano,escolar,fundamental2,False,False,em fase,4
RA-271,3,feminino,2022,publico,9.2,8.5,5.6,7.1,nao,6.958,5.0,2022,7.0833333332,15,ametista,6.3,6.5,-2.0,7.255,ingressante,escolar,fundamental2,False,False,moderada,0
RA-271,4,feminino,2022,publico,0.0,9.3,2.52,5.9,nao,7.7125,5.0,2023,8.125,16,agata,4.3,7.0,-2.0,6.140333333,veterano,escolar,fundamental2,False,False,moderada,1
RA-273,3,feminino,2018,publico,9.2,5.3,7.5,3.0,nao,5.833,5.0,2022,6.9145833334,14,quartzo,3.8,4.7,-1.0,5.679,veterano,escolar,fundamental2,False,False,moderada,4
RA-273,3,feminino,2018,publico,7.9,7.4,2.52,5.0,nao,7.6275,5.0,2023,7.8125,14,agata,5.3,6.8,-1.0,6.337116667,veterano,escolar,fundamental2,False,False,moderada,5
RA-274,3,feminino,2019,privado,7.9,8.3,7.5,8.1,nao,7.0,10.0,2022,7.520833333400001,11,ametista,8.1,9.3,1.0,7.946,veterano,escolar,fundamental2,False,False,em fase,3
RA-274,4,feminino,2019,privado,7.5,9.5,5.63,7.5,nao,8.295,10.0,2023,7.65625,12,topazio,7.0,7.7,1.0,8.137625,veterano,escolar,fundamental2,False,False,em fase,4
RA-276,3,feminino,2017,publico,7.1,5.7,5.6,4.3,nao,5.125,5.0,2022,6.635416666599999,14,quartzo,3.7,6.0,-1.0,5.527,veterano,escolar,fundamental2,False,False,moderada,5
RA-277,3,masculino,2021,publico,7.1,8.8,7.5,7.4,nao,7.208,5.0,2022,7.28125,14,ametista,7.2,7.0,-1.0,7.411,veterano,escolar,fundamental2,False,False,moderada,1
RA-277,4,masculino,2021,publico,8.3,9.9,7.52,5.5,nao,8.7525,5.0,2023,8.125,0,ametista,5.7,6.0,-1.0,7.7284,veterano,escolar,fundamental2,False,False,moderada,2
RA-278,3,masculino,2018,privado,8.8,9.2,5.6,6.0,nao,7.417,10.0,2022,8.1041666666,12,ametista,5.7,5.8,0.0,7.741,veterano,escolar,fundamental2,False,False,em fase,4
RA-278,4,masculino,2018,publico,0.0,9.8,5.63,5.6,nao,8.3775,10.0,2023,8.75,13,ametista,6.0,5.3,1.0,7.1935,veterano,escolar,fundamental2,False,False,em fase,5
RA-279,3,masculino,2019,privado,9.2,9.9,6.3,9.1,nao,8.208,10.0,2022,8.53125,13,topazio,9.7,8.3,0.0,8.815,veterano,escolar,fundamental2,False,False,em fase,3
RA-279,4,masculino,2019,publico,8.8,10.0,6.27,8.9,nao,9.2125,10.0,2023,8.75,14,topazio,9.0,8.5,0.0,9.006266667,veterano,escolar,fundamental2,False,False,em fase,4
RA-280,3,feminino,2021,privado,7.5,9.2,7.5,7.1,nao,7.333,10.0,2022,8.0645833334,13,ametista,5.7,7.0,0.0,8.046,veterano,escolar,fundamental2,False,False,em fase,1
RA-280,4,feminino,2021,privado,6.7,9.5,7.52,6.5,nao,8.7125,10.0,2023,8.28125,0,topazio,6.3,7.7,0.0,8.189225,veterano,escolar,fundamental2,False,False,em fase,2
RA-283,3,masculino,2020,publico,9.6,8.8,7.5,5.6,nao,6.625,5.0,2022,6.84375,14,ametista,4.5,5.8,-1.0,7.131,veterano,escolar,fundamental2,False,True,moderada,2
RA-283,3,masculino,2020,publico,8.3,9.5,7.52,6.8,nao,7.5025,5.0,2023,7.03125,15,ametista,6.8,4.8,-2.0,7.549025,veterano,escolar,fundamental2,False,False,moderada,3
RA-285,3,feminino,2020,publico,9.2,4.1,7.5,2.8,nao,5.75,2.5,2022,6.635416666599999,16,quartzo,4.0,3.2,-3.0,5.063,veterano,escolar,fundamental2,False,False,severa,2
RA-286,3,feminino,2022,publico,7.1,5.8,6.3,3.0,nao,5.625,5.0,2022,6.7104166666,15,quartzo,4.7,2.3,-2.0,5.424,ingressante,escolar,fundamental2,False,False,moderada,0
RA-286,4,feminino,2022,publico,0.0,7.5,5.0,4.7,nao,7.3375,5.0,2023,8.125,15,quartzo,3.7,5.0,-1.0,5.713333333,veterano,escolar,fundamental2,False,False,moderada,1
RA-287,3,feminino,2022,publico,7.9,3.4,5.0,1.1,nao,4.292,2.5,2022,5.9208333334,17,quartzo,0.7,2.5,-4.0,3.7,ingressante,escolar,fundamental2,False,False,severa,0
RA-29,6,masculino,2022,publico,0.0,4.0,8.8,3.7,nao,7.611,5.0,2022,6.94375,17,quartzo,6.3,1.1,-1.0,4.985,ingressante,escolar,medio,False,False,moderada,0
RA-29,8,masculino,2022,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,0,ametista,6.5200000000000005,5.76,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,1
RA-291,3,masculino,2022,publico,8.3,8.2,6.9,8.0,nao,7.792,10.0,2022,7.614583333400001,13,topazio,8.0,7.5,0.0,8.122,ingressante,escolar,fundamental2,False,False,em fase,0
RA-291,4,masculino,2022,privado,8.8,8.6,7.52,7.1,sim,9.21,10.0,2023,8.90625,14,topazio,8.0,6.5,0.0,8.493058333,veterano,escolar,fundamental2,False,False,em fase,1
RA-295,3,feminino,2022,publico,7.9,8.0,7.5,6.9,nao,7.375,5.0,2022,7.489583333400001,14,ametista,5.3,7.7,-1.0,7.305,ingressante,escolar,fundamental2,False,False,moderada,0
RA-298,3,masculino,2019,publico,9.2,6.3,5.6,5.2,nao,5.417,10.0,2022,6.7375,13,agata,5.5,4.8,0.0,6.409,veterano,escolar,fundamental2,False,True,em fase,3
RA-299,3,feminino,2019,privado,7.1,8.2,5.0,6.8,nao,6.708,10.0,2022,7.697916666599999,13,ametista,6.3,7.3,0.0,7.278,veterano,escolar,fundamental2,False,False,em fase,3
RA-299,4,feminino,2019,privado,0.0,9.6,2.52,6.1,nao,8.005,10.0,2023,7.96875,14,agata,5.0,7.2,0.0,6.796541667,veterano,escolar,fundamental2,False,False,em fase,4
RA-300,3,masculino,2022,publico,5.4,6.9,6.3,3.1,nao,5.875,5.0,2022,7.0,14,quartzo,2.7,4.8,-1.0,5.557,ingressante,escolar,fundamental2,False,True,moderada,0
RA-301,3,feminino,2019,publico,8.8,5.8,5.6,6.3,nao,6.042,10.0,2022,7.6979166668,13,agata,6.5,7.2,0.0,6.802,veterano,escolar,fundamental2,False,False,em fase,3
RA-301,4,feminino,2019,publico,9.2,5.4,7.52,5.2,nao,6.465,10.0,2023,6.71875,0,agata,4.7,6.5,0.0,6.760341667,veterano,escolar,fundamental2,False,False,em fase,4
RA-302,3,masculino,2022,publico,9.2,7.7,6.9,4.8,nao,6.208,2.5,2022,7.375,16,agata,4.3,5.0,-3.0,6.334,ingressante,escolar,fundamental2,False,False,severa,0
RA-303,3,masculino,2019,publico,7.5,7.2,7.5,3.9,nao,5.375,5.0,2022,6.729166666599999,14,agata,3.8,4.0,-1.0,6.03,veterano,escolar,fundamental2,False,True,moderada,3
RA-303,3,masculino,2019,publico,0.0,7.3,7.52,5.1,nao,7.05,5.0,2023,7.65625,15,quartzo,5.7,5.2,-2.0,5.914291667,veterano,escolar,fundamental2,False,False,moderada,4
RA-304,3,masculino,2020,publico,8.8,7.7,7.5,4.3,nao,5.542,5.0,2022,7.0625,15,agata,3.0,5.5,-2.0,6.355,veterano,escolar,fundamental2,False,False,moderada,2
RA-304,3,masculino,2020,publico,0.0,8.8,5.0,5.7,nao,7.835,5.0,2023,7.8125,0,agata,7.0,3.7,-2.0,6.241583333,veterano,escolar,fundamental2,False,True,moderada,3
RA-305,3,masculino,2019,publico,7.9,6.6,7.5,4.8,nao,5.208,5.0,2022,6.725,14,agata,2.8,6.7,-1.0,6.058,veterano,escolar,fundamental2,False,True,moderada,3
RA-305,3,masculino,2019,publico,0.0,8.9,7.52,5.2,nao,7.75,5.0,2023,7.65625,15,agata,5.2,4.8,-2.0,6.394291667,veterano,escolar,fundamental2,False,False,moderada,4
RA-306,3,feminino,2021,publico,8.3,6.8,7.5,5.2,nao,5.958,5.0,2022,7.09375,14,agata,4.7,5.8,-1.0,6.427,veterano,escolar,fundamental2,False,False,moderada,1
RA-306,4,feminino,2021,publico,0.0,7.9,6.26,4.0,nao,7.46,5.0,2023,7.34375,0,quartzo,4.7,4.5,-1.0,5.732375,veterano,escolar,fundamental2,False,False,moderada,2
RA-307,3,masculino,2022,publico,5.4,4.5,7.5,2.5,nao,4.708,5.0,2022,6.68125,14,quartzo,5.0,0.0,-1.0,4.733,ingressante,escolar,fundamental2,False,True,moderada,0
RA-308,3,masculino,2019,publico,7.9,7.4,6.9,5.0,nao,6.167,10.0,2022,7.25,13,agata,6.7,5.5,0.0,6.93,veterano,escolar,fundamental2,False,False,em fase,3
RA-308,4,masculino,2019,publico,5.4,6.8,5.0,4.9,nao,7.5025,10.0,2023,7.03125,14,agata,4.7,5.2,0.0,6.578558333,veterano,escolar,fundamental2,False,False,em fase,4
RA-31,6,feminino,2019,privado,10.0,9.5,9.4,8.0,sim,10.0,5.0,2022,8.3125,17,topazio,9.0,5.7,-1.0,8.843,veterano,escolar,medio,False,False,moderada,3
RA-31,8,feminino,2019,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,18,ametista,6.5200000000000005,5.76,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,4
RA-313,3,feminino,2022,publico,7.5,7.0,5.0,4.1,nao,5.889,5.0,2022,7.125,14,quartzo,4.7,5.0,-1.0,5.8,ingressante,escolar,fundamental2,False,False,moderada,0
RA-313,4,feminino,2022,publico,9.2,8.7,2.52,3.9,nao,7.75,10.0,2023,7.65625,14,ametista,4.0,2.8,0.0,7.011091667,veterano,escolar,fundamental2,False,True,em fase,1
RA-315,3,feminino,2022,publico,6.7,5.1,7.5,3.0,nao,5.056,10.0,2022,6.4979166668,13,quartzo,3.0,4.2,0.0,5.672,ingressante,escolar,fundamental2,False,True,em fase,0
RA-315,3,feminino,2022,publico,0.0,6.8,5.0,6.3,nao,7.8375,5.0,2023,7.96875,0,quartzo,5.7,6.8,-1.0,5.977708333,veterano,escolar,fundamental2,False,False,moderada,1
RA-316,3,feminino,2022,publico,10.0,10.0,6.9,6.1,sim,8.389,5.0,2022,8.4020833332,14,ametista,7.0,6.5,-1.0,7.889,ingressante,escolar,fundamental2,False,False,moderada,0
RA-316,4,feminino,2022,publico,10.0,9.5,7.52,5.7,nao,8.96,10.0,2023,8.59375,14,topazio,6.3,5.7,0.0,8.436908333,veterano,escolar,fundamental2,False,False,em fase,1
RA-318,3,feminino,2019,publico,8.3,6.9,6.9,5.8,nao,6.111,5.0,2022,7.072916666599999,14,agata,4.3,5.8,-1.0,6.527,veterano,escolar,fundamental2,False,False,moderada,3
RA-318,4,feminino,2019,publico,7.9,8.1,6.26,4.9,nao,7.71,5.0,2023,7.96875,15,agata,5.0,5.0,-1.0,6.856575,veterano,escolar,fundamental2,False,False,moderada,4
RA-319,3,masculino,2022,publico,9.2,7.7,7.5,5.2,nao,7.5,10.0,2022,7.4458333331999995,13,ametista,6.3,4.3,0.0,7.448,ingressante,escolar,fundamental2,False,False,em fase,0
RA-319,4,masculino,2022,outro,9.6,9.2,5.0,7.2,nao,8.88,10.0,2023,8.59375,0,topazio,5.7,5.8,0.0,8.367208333,veterano,escolar,fundamental2,False,False,em fase,1
RA-32,6,feminino,2018,privado,8.8,5.2,8.8,6.1,nao,7.944,10.0,2022,7.737500000200001,16,ametista,5.7,3.6,0.0,7.37,veterano,escolar,medio,False,False,em fase,4
RA-320,3,feminino,2022,publico,8.8,10.0,6.9,6.4,sim,8.667,5.0,2022,8.0416666666,14,ametista,7.3,6.3,-1.0,7.897,ingressante,escolar,fundamental2,False,False,moderada,0
RA-320,4,feminino,2022,publico,9.2,9.9,7.52,5.5,nao,8.96,10.0,2023,8.59375,14,topazio,5.7,6.0,0.0,8.393508333,veterano,escolar,fundamental2,False,False,em fase,1
RA-321,3,feminino,2022,publico,9.2,9.1,5.6,5.2,nao,8.278,10.0,2022,8.010416666800001,12,ametista,5.7,6.2,0.0,7.792,ingressante,escolar,fundamental2,False,False,em fase,0
RA-321,4,feminino,2022,publico,8.3,9.4,2.52,6.2,nao,8.42,10.0,2023,8.125,13,ametista,6.0,5.8,1.0,7.695233333,veterano,escolar,fundamental2,False,False,em fase,1
RA-322,3,feminino,2022,publico,7.1,8.1,5.0,4.7,nao,6.778,10.0,2022,7.5625,13,agata,4.3,5.7,0.0,6.859,ingressante,escolar,fundamental2,False,False,em fase,0
RA-324,2,feminino,2022,publico,10.0,9.3,6.9,6.8,sim,8.611,10.0,2022,7.9916666668000005,10,topazio,6.3,7.2,0.0,8.27,ingressante,escolar,fundamental2,False,False,em fase,0
RA-325,2,masculino,2022,publico,9.5,6.8,7.5,6.0,sim,8.444,10.0,2022,7.979166666599999,10,ametista,6.0,6.0,0.0,7.619,ingressante,escolar,fundamental2,False,False,em fase,0
RA-325,2,masculino,2022,publico,0.0,7.1,5.0,5.6,nao,7.0025,10.0,2023,8.125,11,agata,3.8,7.3,0.0,6.243,veterano,escolar,fundamental2,False,False,em fase,1
RA-326,2,feminino,2022,publico,10.0,9.7,5.0,9.0,sim,8.944,5.0,2022,8.708333333199999,12,topazio,8.7,9.3,-1.0,8.22,ingressante,escolar,fundamental2,False,False,moderada,0
RA-326,3,feminino,2022,privado,9.6,9.4,3.14,8.2,sim,9.76,10.0,2023,9.0625,13,topazio,8.3,7.5,0.0,8.65075,veterano,escolar,fundamental2,False,False,em fase,1
RA-330,2,feminino,2018,publico,9.5,8.8,7.5,2.5,nao,7.056,5.0,2022,7.1875,14,agata,2.3,2.7,-2.0,6.446,veterano,escolar,fundamental2,False,False,moderada,4
RA-331,2,feminino,2019,publico,9.0,8.7,7.5,3.7,nao,6.944,5.0,2022,6.697916666599999,12,agata,2.3,5.0,-1.0,6.636,veterano,escolar,fundamental2,False,False,moderada,3
RA-331,3,feminino,2019,publico,9.6,8.6,2.52,5.2,nao,6.7975,10.0,2023,7.03125,13,ametista,5.7,4.8,0.0,7.039791667,veterano,escolar,fundamental2,False,True,em fase,4
RA-332,2,masculino,2017,privado,9.5,9.0,8.1,7.5,sim,8.5,5.0,2022,7.854166666599999,13,ametista,7.5,7.5,-1.0,7.883,veterano,escolar,fundamental2,False,False,moderada,5
