id_aluno,fase,genero,ano_ingresso,inst_ensino,iaa,ieg,ips,ida,atingiu_pv,ipv,ian,ano,ipp,idade,pedra,matematica,portugues,defasagem,inde,tipo_estudante,tipo_instituicao,nivel_ensino,evadido,piorou_defasagem,nivel_defasagem,permanencia
RA-471,3,feminino,2020,publico,0.0,9.0,6.27,5.0,nao,8.125,10.0,2023,7.96875,0,agata,6.3,4.0,0.0,6.855541667,veterano,escolar,fundamental2,False,False,em fase,3
RA-472,2,feminino,2022,publico,9.0,7.0,7.5,2.0,nao,7.056,5.0,2022,7.385416666599999,12,quartzo,1.8,2.2,-1.0,5.93,ingressante,escolar,fundamental2,False,False,moderada,0
RA-472,2,feminino,2022,publico,5.1,7.1,7.52,5.5,nao,8.223333333,5.0,2023,7.708333333,0,agata,3.7,7.2,-1.0,6.6858,veterano,escolar,fundamental2,False,False,moderada,1
RA-474,2,masculino,2019,publico,9.5,9.1,7.5,3.0,nao,6.0,5.0,2022,7.041666666599999,13,agata,1.3,4.7,-1.0,6.446,veterano,escolar,fundamental2,False,False,moderada,3
RA-474,3,masculino,2019,publico,0.0,7.8,5.0,3.3,nao,6.7575,5.0,2023,7.1875,14,quartzo,4.8,3.8,-1.0,5.283583333,veterano,escolar,fundamental2,False,False,moderada,4
RA-476,2,feminino,2019,publico,9.0,9.3,4.4,5.5,nao,7.556,5.0,2022,7.8125,12,agata,5.0,6.0,-1.0,6.931,veterano,escolar,fundamental2,False,False,moderada,3
RA-476,3,feminino,2019,publico,7.9,7.0,2.52,4.1,nao,7.505,10.0,2023,7.34375,13,agata,5.0,4.5,0.0,6.492408333,veterano,escolar,fundamental2,False,False,em fase,4
RA-478,2,feminino,2019,publico,8.5,9.1,5.6,4.9,nao,7.056,5.0,2022,7.385416666599999,12,agata,3.8,6.0,-1.0,6.709,veterano,escolar,fundamental2,False,False,moderada,3
RA-479,1,masculino,2020,privado,8.0,9.2,7.5,9.8,sim,9.5,5.0,2022,7.625,10,topazio,10.0,9.7,-1.0,8.465,veterano,escolar,fundamental1,False,False,moderada,2
RA-479,2,masculino,2020,privado,9.0,10.0,2.52,9.7,sim,9.6375,10.0,2023,9.791666667,0,topazio,9.3,10.0,0.0,8.988866667,veterano,escolar,fundamental2,False,False,em fase,3
RA-48,5,feminino,2017,privado,6.7,8.4,7.5,8.1,sim,8.5,10.0,2022,7.645833333400001,15,ametista,6.7,8.0,0.0,8.006,veterano,escolar,medio,False,False,em fase,5
RA-48,6,feminino,2017,privado,6.7,8.4,6.26,7.7,nao,7.6275,10.0,2023,7.65625,16,ametista,8.3,5.7,0.0,7.797058333,veterano,escolar,medio,False,False,em fase,6
RA-480,1,feminino,2021,publico,9.0,8.8,7.5,6.3,sim,8.444,5.0,2022,7.5,10,ametista,6.8,5.7,-1.0,7.502,veterano,escolar,fundamental1,False,False,moderada,1
RA-480,1,feminino,2021,publico,10.0,9.7,7.52,7.9,nao,8.336666667,5.0,2023,7.96875,11,topazio,7.2,8.5,-1.0,8.226408333,veterano,escolar,fundamental1,False,False,moderada,2
RA-483,1,feminino,2019,publico,9.0,4.8,5.0,2.4,nao,6.833,5.0,2022,6.7,11,quartzo,2.0,2.8,-1.0,5.263,veterano,escolar,fundamental1,False,True,moderada,3
RA-483,1,feminino,2019,publico,9.0,6.0,2.52,5.6,nao,8.166666667,5.0,2023,7.916666667,12,agata,5.0,6.2,-2.0,6.3972,veterano,escolar,fundamental1,False,False,moderada,4
RA-484,1,masculino,2022,publico,9.5,8.7,5.0,6.5,nao,6.389,5.0,2022,7.104166666599999,11,agata,8.0,5.0,-1.0,6.71,ingressante,escolar,fundamental1,False,False,moderada,0
RA-484,2,masculino,2022,publico,6.4,7.5,2.52,3.6,nao,6.8,5.0,2023,5.416666667,12,quartzo,3.2,4.0,-1.0,5.515466667,veterano,escolar,fundamental2,False,False,moderada,1
RA-486,1,feminino,2020,publico,10.0,9.9,7.5,7.3,nao,7.222,5.0,2022,7.46875,10,ametista,6.7,7.8,-1.0,7.621,veterano,escolar,fundamental1,False,False,moderada,2
RA-487,1,feminino,2019,privado,7.5,9.7,7.5,9.6,sim,9.333,5.0,2022,8.2916666666,10,topazio,9.7,9.5,-1.0,8.417,veterano,escolar,fundamental1,False,False,moderada,3
RA-487,2,feminino,2019,privado,8.5,9.9,5.0,9.5,nao,9.26,10.0,2023,9.166666667,11,topazio,9.2,9.7,0.0,8.988866667,veterano,escolar,fundamental2,False,False,em fase,4
RA-49,5,feminino,2022,publico,7.5,7.4,7.5,3.9,nao,7.042,5.0,2022,6.479166666599999,17,agata,1.5,4.2,-2.0,6.304,ingressante,escolar,medio,False,False,moderada,0
RA-49,8,feminino,2022,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,18,ametista,6.5200000000000005,5.76,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,1
RA-490,1,feminino,2022,publico,7.9,8.2,7.5,7.7,sim,8.722,5.0,2022,7.083333333400001,10,ametista,6.0,9.3,-1.0,7.576,ingressante,escolar,fundamental1,False,False,moderada,0
RA-490,2,feminino,2022,privado,7.9,7.9,2.52,5.8,nao,9.0075,10.0,2023,8.541666667,0,ametista,2.8,8.7,0.0,7.429466667,veterano,escolar,fundamental2,False,False,em fase,1
RA-491,1,masculino,2022,publico,7.5,9.7,7.5,7.0,nao,7.722,5.0,2022,7.46875,11,ametista,6.0,8.0,-1.0,7.461,ingressante,escolar,fundamental1,False,False,moderada,0
RA-491,2,masculino,2022,publico,9.5,9.6,2.52,5.0,nao,8.3375,10.0,2023,7.708333333,0,ametista,3.3,6.7,0.0,7.560533333,veterano,escolar,fundamental2,False,True,em fase,1
RA-493,1,feminino,2020,publico,10.0,9.4,7.5,7.2,nao,8.278,10.0,2022,8.0520833334,9,topazio,7.3,7.0,0.0,8.306,veterano,escolar,fundamental1,False,False,em fase,2
RA-493,2,feminino,2020,publico,9.5,9.6,2.52,6.0,nao,8.84,10.0,2023,8.541666667,10,ametista,4.7,7.2,0.0,7.934366667,veterano,escolar,fundamental2,False,False,em fase,3
RA-494,1,feminino,2022,publico,6.4,8.3,5.0,5.8,nao,6.944,5.0,2022,7.03125,11,agata,6.3,5.2,-1.0,6.407,ingressante,escolar,fundamental1,False,False,moderada,0
RA-494,2,feminino,2022,privado,6.9,9.0,2.52,6.8,nao,8.71,5.0,2023,7.708333333,12,ametista,6.3,7.3,-1.0,7.116633333,veterano,escolar,fundamental2,False,False,moderada,1
RA-495,1,masculino,2022,publico,9.0,8.9,7.5,8.4,nao,8.056,5.0,2022,8.4166666666,11,ametista,8.0,8.8,-1.0,7.857,ingressante,escolar,fundamental1,False,False,moderada,0
RA-496,1,masculino,2018,publico,8.5,6.8,7.5,5.7,nao,7.556,5.0,2022,7.3333333332,11,agata,5.8,5.5,-1.0,6.683,veterano,escolar,fundamental1,False,False,moderada,4
RA-496,2,masculino,2018,privado,0.0,7.1,5.0,8.3,nao,8.71,5.0,2023,7.916666667,0,agata,7.5,9.0,-1.0,6.603666667,veterano,escolar,fundamental2,False,False,moderada,5
RA-497,1,feminino,2016,privado,6.9,9.2,5.0,5.1,nao,5.833,5.0,2022,7.375,13,agata,4.2,6.0,-2.0,6.323,veterano,escolar,fundamental1,False,False,moderada,6
RA-497,2,feminino,2016,privado,5.3,8.7,2.52,3.5,nao,6.885,5.0,2023,6.25,0,quartzo,1.7,5.3,-2.0,5.7191,veterano,escolar,fundamental2,False,False,moderada,7
RA-499,1,masculino,2020,publico,8.5,10.0,7.5,8.2,nao,7.444,5.0,2022,7.572916666599999,10,ametista,8.2,8.2,-1.0,7.826,veterano,escolar,fundamental1,False,False,moderada,2
RA-499,2,masculino,2020,publico,7.9,10.0,2.52,6.6,nao,8.2975,10.0,2023,8.75,11,ametista,5.3,7.8,0.0,7.8883,veterano,escolar,fundamental2,False,False,em fase,3
RA-5,7,feminino,2016,privado,7.9,8.6,5.6,5.2,nao,7.389,10.0,2022,7.593749999799999,17,ametista,7.0,2.9,0.0,7.427,veterano,escolar,medio,False,False,em fase,6
RA-500,1,feminino,2020,publico,9.0,10.0,7.5,9.5,nao,7.889,5.0,2022,8.2291666666,10,topazio,9.5,9.5,-1.0,8.232,veterano,escolar,fundamental1,False,False,moderada,2
RA-500,2,feminino,2020,publico,9.5,10.0,2.52,7.9,nao,8.7975,10.0,2023,8.958333333,11,topazio,8.5,7.2,0.0,8.427533333,veterano,escolar,fundamental2,False,False,em fase,3
RA-501,1,masculino,2021,publico,8.5,8.8,7.5,6.8,nao,7.333,10.0,2022,7.7729166666,9,ametista,8.0,5.7,0.0,7.794,veterano,escolar,fundamental1,False,True,em fase,1
RA-501,1,masculino,2021,publico,7.0,8.4,7.52,8.9,sim,9.396666667,5.0,2023,8.541666667,10,topazio,9.2,8.5,-1.0,8.1357,veterano,escolar,fundamental1,False,False,moderada,2
RA-502,1,feminino,2021,privado,9.5,9.7,7.5,7.4,nao,7.778,10.0,2022,7.864583333400001,8,topazio,6.7,8.2,1.0,8.287,veterano,escolar,fundamental1,False,True,em fase,1
RA-502,1,feminino,2021,privado,8.5,9.8,7.52,8.0,nao,8.95,10.0,2023,7.96875,9,topazio,6.7,9.3,0.0,8.749075,veterano,escolar,fundamental1,False,False,em fase,2
RA-503,1,masculino,2020,publico,8.5,10.0,7.5,8.8,nao,7.5,5.0,2022,7.979166666599999,10,ametista,8.7,9.0,-1.0,7.95,veterano,escolar,fundamental1,False,False,moderada,2
RA-503,2,masculino,2020,publico,9.5,10.0,2.52,8.7,nao,8.255,10.0,2023,8.75,0,topazio,8.7,8.7,0.0,8.4682,veterano,escolar,fundamental2,False,False,em fase,3
RA-504,1,feminino,2021,publico,8.5,8.9,7.5,8.0,nao,7.556,10.0,2022,8.1458333334,9,topazio,7.8,8.2,0.0,8.072,veterano,escolar,fundamental1,False,False,em fase,1
RA-506,1,masculino,2020,publico,9.5,7.3,7.5,7.2,nao,7.278,5.0,2022,7.114583333400001,12,ametista,8.3,6.0,-2.0,7.132,veterano,escolar,fundamental1,False,False,moderada,2
RA-508,1,masculino,2022,publico,8.0,7.4,7.5,4.5,nao,7.556,5.0,2022,7.28125,10,agata,0.0,9.0,-1.0,6.575,ingressante,escolar,fundamental1,False,False,moderada,0
RA-508,2,masculino,2022,publico,6.4,8.6,2.52,7.5,nao,8.6725,10.0,2023,8.333333333,10,ametista,6.2,8.7,0.0,7.671633333,veterano,escolar,fundamental2,False,False,em fase,1
RA-509,1,feminino,2018,publico,9.0,8.2,7.5,9.2,nao,7.833,5.0,2022,7.75,12,ametista,9.3,9.0,-2.0,7.808,veterano,escolar,fundamental1,False,False,moderada,4
RA-509,2,feminino,2018,publico,8.5,8.1,2.52,8.6,nao,8.84,5.0,2023,8.958333333,12,ametista,8.2,9.0,-1.0,7.606033333,veterano,escolar,fundamental2,False,False,moderada,5
RA-513,1,masculino,2021,publico,9.0,9.6,5.6,8.3,nao,7.778,10.0,2022,7.999999999799999,9,topazio,8.2,8.5,0.0,8.229,veterano,escolar,fundamental1,False,False,em fase,1
RA-513,2,masculino,2021,privado,9.5,9.7,2.52,7.5,nao,9.0075,10.0,2023,8.541666667,10,topazio,7.2,7.8,0.0,8.297866667,veterano,escolar,fundamental2,False,False,em fase,2
RA-514,1,feminino,2022,publico,8.0,9.7,7.5,4.8,nao,5.889,10.0,2022,7.75,9,ametista,2.0,7.5,0.0,7.039,ingressante,escolar,fundamental1,False,True,em fase,0
RA-514,1,feminino,2022,publico,7.9,7.5,2.52,5.5,nao,5.896666667,5.0,2023,5.0,0,quartzo,4.2,6.8,-1.0,5.823133333,veterano,escolar,fundamental1,False,False,moderada,1
RA-516,1,masculino,2019,privado,10.0,9.7,7.5,9.9,nao,8.056,10.0,2022,8.8125,9,topazio,10.0,9.8,0.0,8.903,veterano,escolar,fundamental1,False,False,em fase,3
RA-516,2,masculino,2019,privado,10.0,9.8,2.52,9.3,nao,8.7175,10.0,2023,8.75,10,topazio,9.0,9.5,0.0,8.6807,veterano,escolar,fundamental2,False,False,em fase,4
RA-517,1,feminino,2017,publico,6.9,9.5,7.5,7.7,nao,7.833,5.0,2022,8.1125,12,ametista,7.8,7.5,-2.0,7.604,veterano,escolar,fundamental1,False,False,moderada,5
RA-517,2,feminino,2017,publico,4.1,9.0,2.52,6.6,nao,6.7125,5.0,2023,6.875,13,agata,4.5,8.7,-1.0,6.3104,veterano,escolar,fundamental2,False,False,moderada,6
RA-518,1,masculino,2022,publico,9.0,9.4,7.5,7.5,nao,7.5,5.0,2022,7.9375,10,ametista,6.0,9.0,-1.0,7.661,ingressante,escolar,fundamental1,False,False,moderada,0
RA-518,2,masculino,2022,publico,8.5,8.5,5.0,6.7,nao,6.9175,10.0,2023,8.125,11,ametista,5.5,7.8,0.0,7.5762,veterano,escolar,fundamental2,False,False,em fase,1
RA-519,1,masculino,2022,publico,7.4,9.6,7.5,7.5,nao,7.333,10.0,2022,7.760416666599999,9,ametista,7.0,8.0,0.0,8.0,ingressante,escolar,fundamental1,False,True,em fase,0
RA-52,5,masculino,2018,privado,9.6,8.9,7.5,6.2,nao,7.5,10.0,2022,7.73125,13,ametista,3.3,6.3,2.0,7.861,veterano,escolar,medio,False,True,em fase,4
RA-52,5,masculino,2018,privado,10.0,9.8,2.52,6.4,nao,8.2975,10.0,2023,8.125,0,ametista,7.7,4.8,1.0,7.9642,veterano,escolar,medio,False,False,em fase,5
RA-521,1,masculino,2022,publico,9.0,10.0,5.0,6.0,nao,7.5,10.0,2022,7.8333333332,9,ametista,5.0,7.0,0.0,7.725,ingressante,escolar,fundamental1,False,True,em fase,0
RA-521,1,masculino,2022,publico,0.0,9.9,3.77,7.9,nao,8.166666667,5.0,2023,7.083333333,0,agata,7.0,8.7,-1.0,6.768666667,veterano,escolar,fundamental1,False,False,moderada,1
RA-522,1,masculino,2021,publico,9.5,9.1,7.5,7.5,nao,8.167,10.0,2022,8.0666666666,9,topazio,7.0,8.0,0.0,8.306,veterano,escolar,fundamental1,False,True,em fase,1
RA-522,1,masculino,2021,publico,7.5,9.2,7.52,8.3,nao,8.45,5.0,2023,7.083333333,0,ametista,8.3,8.2,-1.0,7.890533333,veterano,escolar,fundamental1,False,False,moderada,2
RA-524,1,masculino,2019,publico,0.0,9.4,5.0,9.1,nao,8.056,5.0,2022,7.625,11,agata,9.0,9.2,-1.0,6.947,veterano,escolar,fundamental1,False,False,moderada,3
RA-524,2,masculino,2019,publico,6.4,9.2,2.52,8.9,nao,7.42,5.0,2023,8.333333333,0,ametista,9.0,8.8,-1.0,7.331133333,veterano,escolar,fundamental2,False,False,moderada,4
RA-525,1,feminino,2021,publico,9.0,9.3,7.5,8.6,nao,8.167,5.0,2022,7.59375,11,ametista,8.3,8.8,-1.0,8.013,veterano,escolar,fundamental1,False,False,moderada,1
RA-526,1,masculino,2022,publico,10.0,9.9,7.5,8.0,nao,8.167,5.0,2022,8.375,12,topazio,7.7,8.3,-2.0,8.079,ingressante,escolar,fundamental1,False,False,moderada,0
RA-526,2,masculino,2022,publico,9.5,9.8,5.0,8.8,nao,7.7525,5.0,2023,8.75,0,topazio,8.3,9.3,-1.0,8.0957,veterano,escolar,fundamental2,False,False,moderada,1
RA-527,1,feminino,2022,publico,8.5,10.0,7.5,6.5,nao,7.5,10.0,2022,7.75,9,ametista,5.0,8.0,0.0,8.025,ingressante,escolar,fundamental1,False,True,em fase,0
RA-527,1,feminino,2022,publico,9.0,9.1,7.52,6.5,nao,7.78,5.0,2023,7.5,0,ametista,5.7,7.2,-1.0,7.5682,veterano,escolar,fundamental1,False,False,moderada,1
RA-528,1,masculino,2021,publico,0.0,6.2,7.5,4.0,nao,6.944,5.0,2022,6.885416666599999,11,quartzo,5.3,2.7,-1.0,5.335,veterano,escolar,fundamental1,False,False,moderada,1
RA-528,2,masculino,2021,publico,9.0,8.5,5.0,8.2,nao,7.92,5.0,2023,8.75,0,ametista,7.5,8.8,-1.0,7.6892,veterano,escolar,fundamental2,False,False,moderada,2
RA-529,1,masculino,2020,publico,8.5,8.9,5.0,5.2,nao,6.556,5.0,2022,7.25,12,agata,3.3,7.0,-2.0,6.51,veterano,escolar,fundamental1,False,False,moderada,2
RA-529,1,masculino,2020,publico,8.0,9.6,7.52,6.8,nao,6.893333333,5.0,2023,5.78125,0,ametista,4.8,8.7,-2.0,7.278991667,veterano,escolar,fundamental1,False,False,moderada,3
RA-53,5,masculino,2022,publico,9.2,7.0,7.5,7.0,nao,6.458,5.0,2022,7.4375,17,agata,6.0,8.0,-2.0,6.725,ingressante,escolar,medio,False,False,moderada,0
RA-530,1,masculino,2019,publico,10.0,9.0,7.5,8.9,sim,9.056,5.0,2022,7.59375,10,topazio,9.0,8.8,-1.0,8.338,veterano,escolar,fundamental1,False,False,moderada,3
RA-530,2,masculino,2019,publico,10.0,8.8,5.0,5.7,nao,7.46,10.0,2023,7.708333333,11,ametista,5.8,5.5,0.0,7.653033333,veterano,escolar,fundamental2,False,False,em fase,4
RA-531,1,masculino,2022,publico,9.5,9.8,7.5,7.8,nao,8.167,5.0,2022,8.2083333334,10,ametista,8.7,7.0,-1.0,8.057,ingressante,escolar,fundamental1,False,False,moderada,0
RA-531,2,masculino,2022,publico,9.5,10.0,2.52,7.7,nao,8.59,10.0,2023,8.75,11,topazio,6.3,9.0,0.0,8.3252,veterano,escolar,fundamental2,False,False,em fase,1
RA-533,1,masculino,2022,publico,8.5,8.8,5.6,6.0,nao,7.333,5.0,2022,7.052083333400001,10,agata,5.0,7.0,-1.0,6.962,ingressante,escolar,fundamental1,False,False,moderada,0
RA-534,1,feminino,2021,publico,9.0,7.4,7.5,7.1,nao,7.333,5.0,2022,6.864583333400001,12,ametista,6.5,7.7,-2.0,7.131,veterano,escolar,fundamental1,False,False,moderada,1
RA-534,2,masculino,2021,publico,0.0,8.1,2.52,5.4,nao,7.92,5.0,2023,8.125,13,quartzo,3.7,7.0,-1.0,5.8385,veterano,escolar,fundamental2,False,False,moderada,2
RA-535,1,feminino,2019,publico,9.0,9.2,7.5,5.1,nao,6.917,5.0,2022,7.5208333332,10,agata,4.7,5.5,-1.0,6.953,veterano,escolar,fundamental1,False,False,moderada,3
RA-535,2,feminino,2019,publico,9.0,9.4,5.0,5.6,nao,8.95,10.0,2023,8.125,0,topazio,4.7,6.5,0.0,8.0027,veterano,escolar,fundamental2,False,False,em fase,4
RA-536,1,feminino,2020,publico,9.5,8.9,5.6,6.0,nao,7.75,5.0,2022,7.125,10,ametista,6.3,5.7,-1.0,7.106,veterano,escolar,fundamental1,False,False,moderada,2
RA-536,2,feminino,2020,publico,8.0,9.3,2.52,5.9,nao,9.17,10.0,2023,8.333333333,10,ametista,5.0,6.8,0.0,7.759533333,veterano,escolar,fundamental2,False,False,em fase,3
RA-538,1,masculino,2022,publico,8.5,7.5,5.6,6.8,nao,5.583,5.0,2022,6.333333333400001,13,agata,4.5,9.0,-2.0,6.309,ingressante,escolar,fundamental1,False,False,moderada,0
RA-538,2,masculino,2022,publico,7.4,8.6,2.52,4.7,nao,7.39,5.0,2023,7.916666667,13,agata,3.5,5.8,-1.0,6.413466667,veterano,escolar,fundamental2,False,False,moderada,1
RA-539,1,feminino,2022,publico,8.5,9.3,6.9,7.5,sim,8.417,5.0,2022,7.9375,11,ametista,6.8,8.2,-1.0,7.665,ingressante,escolar,fundamental1,False,False,moderada,0
RA-539,2,feminino,2022,publico,9.5,8.6,2.52,8.5,nao,8.84,5.0,2023,9.166666667,0,ametista,7.2,9.7,-1.0,7.796866667,veterano,escolar,fundamental2,False,False,moderada,1
RA-540,1,feminino,2019,publico,8.5,9.5,5.6,7.0,nao,7.5,5.0,2022,6.739583333400001,10,ametista,6.8,7.2,-1.0,7.303,veterano,escolar,fundamental1,False,False,moderada,3
RA-542,1,feminino,2019,publico,8.0,9.8,6.3,6.5,nao,7.417,5.0,2022,6.958333333400001,11,ametista,5.3,7.7,-1.0,7.221,veterano,escolar,fundamental1,False,False,moderada,3
RA-542,2,feminino,2019,publico,9.5,9.7,5.0,6.3,nao,9.006666667,5.0,2023,8.75,12,ametista,5.2,7.3,-1.0,7.816533333,veterano,escolar,fundamental2,False,False,moderada,4
RA-543,1,feminino,2022,publico,8.5,9.8,4.4,6.5,nao,7.167,5.0,2022,6.927083333400001,10,ametista,5.0,8.0,-1.0,7.05,ingressante,escolar,fundamental1,False,False,moderada,0
RA-543,2,feminino,2022,publico,7.8,9.8,2.52,6.5,nao,9.006666667,10.0,2023,8.75,11,ametista,5.5,7.5,0.0,7.971833333,veterano,escolar,fundamental2,False,False,em fase,1
RA-546,1,feminino,2021,publico,9.0,7.9,5.0,5.6,nao,7.917,5.0,2022,7.3791666666,11,agata,3.3,7.8,-1.0,6.77,veterano,escolar,fundamental1,False,False,moderada,1
RA-546,2,feminino,2021,publico,0.0,7.2,2.52,5.7,nao,9.173333333,5.0,2023,8.75,0,agata,3.5,7.8,-1.0,6.031666667,veterano,escolar,fundamental2,False,False,moderada,2
RA-547,1,feminino,2019,publico,9.5,9.7,5.0,7.6,sim,8.833,5.0,2022,7.90625,11,ametista,7.3,7.8,-1.0,7.745,veterano,escolar,fundamental1,False,False,moderada,3
RA-547,2,feminino,2019,publico,0.0,9.1,2.52,6.2,nao,8.95,5.0,2023,8.75,12,agata,5.0,7.3,-1.0,6.467,veterano,escolar,fundamental2,False,False,moderada,4
RA-548,1,masculino,2019,publico,8.0,9.1,6.9,7.2,nao,7.583,5.0,2022,7.166666666599999,12,ametista,5.7,8.7,-2.0,7.292,veterano,escolar,fundamental1,False,False,moderada,3
RA-548,2,masculino,2019,publico,9.0,9.1,2.52,7.4,nao,8.283333333,5.0,2023,8.333333333,12,ametista,6.2,8.5,-1.0,7.4322,veterano,escolar,fundamental2,False,False,moderada,4
RA-549,1,masculino,2021,publico,10.0,7.9,6.9,4.2,nao,6.167,5.0,2022,7.177083333400001,10,agata,2.2,6.2,-1.0,6.301,veterano,escolar,fundamental1,False,False,moderada,1
RA-549,1,masculino,2021,publico,9.5,8.1,5.02,6.4,nao,7.5,5.0,2023,6.875,0,ametista,5.5,7.2,-1.0,7.0297,veterano,escolar,fundamental1,False,False,moderada,2
RA-55,5,feminino,2017,publico,7.1,7.6,5.6,7.5,nao,6.5,5.0,2022,7.125,16,agata,6.7,7.8,-1.0,6.576,veterano,escolar,medio,False,False,moderada,5
RA-551,1,feminino,2018,publico,8.5,7.3,6.9,6.6,nao,7.333,5.0,2022,7.322916666599999,12,agata,5.0,8.2,-2.0,6.853,veterano,escolar,fundamental1,False,False,moderada,4
RA-552,1,masculino,2022,publico,9.5,8.8,5.0,5.5,nao,7.167,5.0,2022,7.09375,11,agata,6.0,5.0,-1.0,6.625,ingressante,escolar,fundamental1,False,True,moderada,0
RA-555,1,masculino,2019,publico,9.5,8.1,5.0,4.4,nao,5.167,5.0,2022,6.8125,12,quartzo,1.8,7.0,-2.0,5.949,veterano,escolar,fundamental1,False,False,moderada,3
RA-555,2,masculino,2019,publico,7.4,8.1,2.52,3.9,nao,6.946666667,5.0,2023,6.25,0,quartzo,1.5,6.2,-1.0,5.898133333,veterano,escolar,fundamental2,False,False,moderada,4
RA-556,1,feminino,2018,publico,9.0,8.8,5.0,6.4,nao,8.25,5.0,2022,7.135416666599999,11,ametista,4.8,8.0,-1.0,7.181,veterano,escolar,fundamental1,False,False,moderada,4
RA-556,2,feminino,2018,publico,8.5,9.6,2.52,7.2,nao,9.396666667,5.0,2023,9.166666667,0,ametista,6.5,7.8,-1.0,7.7482,veterano,escolar,fundamental2,False,False,moderada,5
RA-557,1,masculino,2019,publico,10.0,8.4,7.5,9.4,sim,9.333,5.0,2022,7.864583333400001,10,topazio,10.0,8.8,-1.0,8.334,veterano,escolar,fundamental1,False,False,moderada,3
RA-557,2,masculino,2019,publico,10.0,8.2,5.0,8.9,sim,9.62,10.0,2023,9.375,0,topazio,8.0,9.7,0.0,8.7717,veterano,escolar,fundamental2,False,False,em fase,4
RA-558,1,masculino,2022,publico,9.0,8.5,5.0,4.3,nao,4.5,2.5,2022,5.75,14,quartzo,0.5,8.0,-3.0,5.539,ingressante,escolar,fundamental1,False,False,severa,0
RA-558,2,masculino,2022,publico,7.8,9.4,5.0,6.0,nao,6.78,2.5,2023,6.458333333,0,agata,5.7,6.3,-3.0,6.615333333,veterano,escolar,fundamental2,False,False,severa,1
RA-559,1,masculino,2021,publico,9.5,9.2,7.5,7.1,nao,8.083,5.0,2022,7.90625,11,ametista,7.2,7.0,-1.0,7.634,veterano,escolar,fundamental1,False,False,moderada,1
RA-559,2,masculino,2021,publico,10.0,9.4,5.0,7.4,nao,8.506666667,5.0,2023,8.958333333,0,ametista,6.5,8.2,-1.0,7.947366667,veterano,escolar,fundamental2,False,False,moderada,2
RA-56,5,feminino,2019,privado,10.0,10.0,7.5,7.0,nao,8.25,10.0,2022,8.0625,15,topazio,4.5,6.5,0.0,8.404,veterano,escolar,medio,False,False,em fase,3
RA-56,6,feminino,2019,privado,9.6,9.5,5.0,7.8,nao,7.8,10.0,2023,8.125,16,topazio,7.8,5.5,0.0,8.284333333,veterano,escolar,medio,False,False,em fase,4
RA-560,1,masculino,2020,publico,6.9,7.2,5.0,3.8,nao,3.75,5.0,2022,7.0104166668,11,quartzo,3.2,4.3,-1.0,4.949,veterano,escolar,fundamental1,False,False,moderada,2
RA-562,1,feminino,2021,publico,8.0,9.0,7.5,8.0,sim,8.75,5.0,2022,7.25,11,ametista,8.3,7.7,-1.0,7.855,veterano,escolar,fundamental1,False,False,moderada,1
RA-562,2,feminino,2021,publico,0.0,8.5,2.52,8.7,nao,8.893333333,5.0,2023,8.541666667,12,agata,7.7,9.7,-1.0,6.824833333,veterano,escolar,fundamental2,False,False,moderada,2
RA-563,1,feminino,2020,publico,10.0,9.2,7.5,8.5,sim,8.833,5.0,2022,7.8645833332,11,topazio,9.0,8.0,-1.0,8.22,veterano,escolar,fundamental1,False,False,moderada,2
RA-563,2,feminino,2020,publico,6.4,9.7,2.52,6.2,nao,8.726666667,10.0,2023,8.75,11,ametista,6.0,6.3,0.0,7.684133333,veterano,escolar,fundamental2,False,False,em fase,3
RA-566,1,feminino,2022,publico,9.5,8.4,7.5,8.5,nao,7.917,5.0,2022,8.2708333334,12,ametista,9.5,7.5,-2.0,7.729,ingressante,escolar,fundamental1,False,False,moderada,0
RA-568,1,masculino,2018,publico,8.0,8.6,6.9,8.3,nao,7.944,2.5,2022,7.1875,14,ametista,8.0,8.5,-3.0,7.306,veterano,escolar,fundamental1,False,False,severa,4
RA-568,2,masculino,2018,publico,7.0,7.9,5.0,7.6,nao,8.01,2.5,2023,8.125,0,agata,8.5,6.7,-3.0,6.9647,veterano,escolar,fundamental2,False,False,severa,5
RA-57,5,masculino,2017,privado,7.1,8.1,5.6,8.4,nao,7.875,5.0,2022,7.43125,16,ametista,9.0,7.0,-1.0,7.305,veterano,escolar,medio,False,False,moderada,5
RA-57,6,masculino,2017,privado,0.0,8.0,5.63,7.2,nao,7.755,5.0,2023,7.96875,0,agata,7.8,6.8,-1.0,6.450875,veterano,escolar,medio,False,False,moderada,6
RA-570,1,feminino,2019,publico,9.0,7.0,7.5,1.3,nao,6.778,5.0,2022,7.4375,10,quartzo,0.7,2.0,-1.0,5.722,veterano,escolar,fundamental1,False,False,moderada,3
RA-570,1,feminino,2019,publico,8.5,7.3,3.77,5.9,nao,8.056666667,5.0,2023,8.125,0,agata,5.7,6.0,-1.0,6.781033333,veterano,escolar,fundamental1,False,False,moderada,4
RA-571,1,feminino,2019,publico,8.5,8.8,7.5,3.7,nao,6.944,5.0,2022,6.447916666599999,11,agata,3.3,4.0,-1.0,6.589,veterano,escolar,fundamental1,False,True,moderada,3
